"AL","AK","AZ","AR","CA","CO","CT","DE","FL","GA","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VT","VA","WA","WV","WI","WY"
"Public Opinion Strategies",6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333,6.27333333333333
"Y2 Analytics",3.82593230009177,3.73666979589959,4.213,3.85775368229056,4.02149491352268,3.98100147131209,3.98800625197568,4.07583643872089,3.8974353086312,3.95502638591573,3.95119578415641,4.04664685932873,4.1381306851542,4.19094890578437,3.9800436301698,4.01968556808084,3.9298132838805,3.79386259253842,3.86947394449772,3.92968311229087,3.86978193665206,4.095973906719,3.89402335301951,3.88392030312075,4.03517669845034,4.20520587524408,4.11008540724058,4.08866536947751,3.9272114941894,3.87540472149879,4.0830435592352,3.86702626686666,3.99970219182392,4.19824755238357,3.87927404454367,3.80905512309089,4.00138252702586,3.99325218365569,3.82158812822534,3.93474304650535,4.11174371001992,3.88811337600306,4.02791339300732,4.213,3.95582697552711,3.99919220134245,3.96956252036823,4.03939423654767,4.09442302282381,4.0274584438976
"Fort Hays State University",-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73,-18.73
"Clarity Campaign Labs",3.92642577342588,3.96084045215396,3.89793973572956,3.96346068621226,4.03318717730091,4.00021410116323,3.92760201544889,3.93029999919919,3.96930603345747,3.92436349433264,4.00345928326446,3.9824448874969,4.00811365309944,3.88455756328303,3.9963909362892,3.9128052707777,3.89048345014377,3.9638809342056,3.94614331742524,3.93104893988028,3.89773668264305,3.96373019404984,3.95840765134776,3.98097302930602,3.38737533202815,3.95264234000807,3.93792404196718,4.05155135069136,3.96724094534583,3.97353747147434,4.03585034403316,3.97335393550378,4.02786089216044,3.93631249978705,3.99883654013977,3.89748267074145,3.98978038534938,4.12246342379694,3.87648239833016,3.97473247088921,3.93479327205605,3.90678773872633,3.97136924347476,3.91963793150355,4.00173042546962,3.99414340696087,4.02055637317009,3.83328927601331,4.37580404005425,3.91490094328366
"Magellan Strategies",2.07766412910795,1.32503317014987,1.79714840389918,1.91788716202837,1.5029834884927,1.5425,1.70168922688455,1.54654930037375,1.79011238575268,1.58567443113458,2.00979046532965,1.32994230602736,1.43955357724548,1.68433982030624,1.57291233765691,1.43206280669921,1.82964729025878,2.03626571162077,1.3595713632334,1.50749750571044,1.78327808515934,1.552705864768,1.52617365411522,1.76373009458752,1.75845403313251,1.21336846604519,1.41964134548264,1.39381733213041,1.30712020729503,1.96571241216207,1.42444155552136,1.95328377251351,1.43874463623208,1.34250003263567,1.5746533313461,1.5425,1.24529014920613,1.65008107578135,2.01532725115533,1.63533632439043,1.38739443855897,2.10778578517338,1.46316288956209,1.49053891714533,1.21705759531382,1.40865293233773,1.4167529984915,2.04816472057732,1.45648572376041,1.40977937439712
"RABA Research",10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667,10.5666666666667
"Research & Polling Inc.",-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614,-1.614
"Keating Research",2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715,2.715
"Harper Polling",2.60208654546172,2.68351263301003,2.6402413154975,2.58280712153,2.66477654280562,2.70412021584153,2.6248379308696,2.60445195162735,2.62308674610689,2.66345412177337,2.62035216258519,2.66319211448952,2.62941377474269,2.60417805551694,2.60516628411598,2.62540148682225,2.56841264963096,2.61615242300603,2.64681156926629,2.67735644796162,2.6345864110729,2.60793280654859,2.63978378549339,2.59144917689202,2.56905063439641,2.64651936137634,2.61682283044193,2.64737557590464,2.63143107461373,2.62005402293911,2.64791020019872,2.60290431336799,2.63583333333333,2.64653848354957,2.62865856764682,2.61141583007824,2.68836673429281,2.63583333333333,2.60072876283341,2.63529682419377,2.64569077136185,2.56514771011606,2.65286010220157,2.64522494450976,2.68465936116525,2.70569290192724,2.68818411431221,2.5568081028411,2.62705230871064,2.60763780605026
"Siena College",-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775
"20/20 Insight",4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667,4.75666666666667
"Insights West",0.13065827940921,0.0656920213742002,0.839941301298475,0.00698739707811546,-0.0230432259032514,-0.0727677824520542,0.0273606309443039,-0.0229072320374914,-0.018666721345791,0.114564472969969,-0.154117331272832,-0.122504548461282,-0.162847971721858,-0.0338323898770915,-0.110746803291484,0.0544487526944051,0.0952552635816353,0.114758661826622,-0.0342205496986283,0.127160119542214,0.244626629277286,-0.097873025607274,-0.0205057491385552,0.0133296997582623,0.0471428716765775,-0.171061085669745,-0.0395479668202244,-0.690550666367896,-0.0633910964292911,0.0341515742388113,-0.135694105277715,-0.0189426884950375,-0.0972593944077533,-0.171378213297428,-0.13146899925159,0.170794329154796,-0.0676573775763787,-0.0739377330224604,0.147585602644732,-0.00756285805417583,-0.140123129013838,0.106467303438376,0.0454754466213924,0.0337833661643947,-0.090139646137499,-0.0140484051561851,-0.22961911208411,0.133197906987365,-0.200976552373582,-0.0824896236793258
"IMGE Insights",-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42,-6.42
"The Polling Company Inc.",-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333334,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333334,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333,-9.75333333333333
"Optimus",-7.29528332594756,-7.40744805406462,-7.57301860388872,-7.41620842341817,-8.50995301017872,-7.65324624355842,-7.52035182230505,-7.55152600087853,-7.57266824683659,-7.65704736968862,-7.7043511414572,-7.52268698048959,-7.75838995361626,-7.50329834887066,-7.39149151160828,-7.57316779273979,-7.38625742874726,-7.39736865480332,-7.38025831003896,-7.6613112506827,-7.61202251781553,-7.43814507772049,-7.40275598144816,-7.38075319974956,-7.34995702419534,-7.5419310589513,-7.55452594077629,-7.60633179528402,-7.39441493916018,-7.40250840983076,-7.58715000867848,-7.43855725707078,-7.53763909961099,-7.54169745431512,-7.40233907087654,-7.37801557156563,-7.6034944682756,-7.36049766844687,-7.36524427212809,-5.79288870507001,-7.51547642199803,-7.30675652858266,-7.62369775303977,-7.75776297353105,-7.52886331327417,-8.60661624593853,-7.57253161188897,-7.33448393131191,-7.52202175644083,-7.37761676894628
"Change Research",-1.56180382391191,6.74828237707526,4.25808629695737,3.9218964460262,3.93838659608503,4.11334216539165,3.91948716181047,3.98193394016618,4.71329430918259,3.93296648486721,3.79516756331673,4.79473054805213,3.99531105490795,3.99745089030199,5.51378026982032,4.00309886402161,3.97564992319924,3.86910243995998,6.3191807278635,3.96579811718338,3.91299305492723,2.82900470168765,0.86281618440483,6.27309285723448,4.00987638098736,4.5323109330303,4.02173949567144,4.0471748262204,5.01240901681506,2.20017582085287,3.98426230738176,3.88003531134401,4.60921689659288,4.17320567177754,4.94408646889782,3.83812173266042,4.06765381146344,1.0947032944271,3.86842962480133,3.96219579699995,6.60862791897993,3.81239766682364,3.30718780558692,3.94094488742023,4.14721158790183,0.737388463629332,3.99986908760216,3.99545766615568,5.61168681412791,5.35097858541755
"Fox News/Beacon Research/Shaw & Co. Research",6.03905283762416,3.92833851051257,0.874855432293846,4.16093132486596,4.00913820156042,3.97384685248323,4.17148896160722,4.25508633131918,4.1493923239796,4.02535199838697,4.39023270518388,4.10406549212023,4.16406218981485,8.13384301090613,4.20303067684408,4.11097226647766,4.21875919332837,4.12761585194678,4.09359122905558,4.0034068157032,3.95132676100513,5.824420835522,4.06023799729628,4.16549857687187,4.96746052821067,4.24823217328201,4.2067070657407,4.1660478807803,4.06577351286204,4.19234958456757,4.12163580187422,4.20783137131925,4.06397615296775,3.20183545571876,4.54238718787043,4.12397161485416,4.01786850938113,4.04019729824086,4.22088012223617,4.10816299448009,4.2202944450487,3.65633523239086,4.00845678484809,4.17484385460145,4.0617284764814,0.495298943195658,3.99635138480394,4.29669408159806,4.29298399003585,4.19897312121649
"Sky Research",-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73
"Strategy Research",-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13,-6.13
"The Polling Company Inc./National Research Inc.",-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63
"OnMessage Inc.",-2.46739164951719,-2.45105081370484,-2.45702869265074,-2.51220154497519,-2.60635217430257,-2.43727158144026,-2.43479017429232,-2.39280661336168,-2.4675,-2.46559573502635,-2.5889758533967,-2.39163591281031,-2.49698880303212,-2.3405447268471,-2.4347870531905,-2.40489444599219,-2.3753377678059,-2.52812071364626,-2.39993869725733,-2.45954264116348,-2.44885375892949,-2.37222099288124,-2.4187939785347,-2.48186783407019,-2.4675,-2.31386765101201,-2.38078780858778,-2.49550014940811,-2.4112415979495,-2.52491636924284,-2.48012045779886,-2.54965446482726,-2.48982138299924,-2.29996817818164,-2.48148415035815,-2.44868437035705,-2.43217316593538,-2.44556555044651,-2.41760205572098,-2.46528458610369,-2.3139670014589,-2.41074382591418,-2.43969386215839,-2.36977917497972,-2.42447460126998,-2.45399731402943,-2.49570365133536,-2.3254304550245,-2.42113286970343,-2.32494921511025
"St. Pete Polls",2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273,2.00727272727273
"American Viewpoint",1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89
"Ipsos",2.00969553706204,1.82572767242031,1.78885828253157,1.90377910757546,1.89870794699126,1.74242893791943,1.84562547957535,1.81748903001404,3.76548005288375,1.86805291025441,1.98696538873179,1.79855995607579,1.82705707703823,1.92148786291135,1.97518577030875,-0.219773512952633,1.93130389850913,1.97968805807363,1.89158445223738,1.85126439460884,1.89236731416721,3.2675638751753,1.8757194997352,1.99464407286987,1.95736395249617,1.80561105789118,1.78087155433602,-3.05918949052784,1.8035660515189,1.97264524845258,1.86594763877294,1.93512843533951,2.31094430270142,1.81969968486046,1.93343274767817,1.94682436926755,1.81451023570625,2.8883517094845,2.00547820839698,1.94434591157193,1.85410272293709,1.95773078372022,1.87460566439676,1.83949624219602,1.80115251228245,1.83922730807338,1.87462572600314,1.96819624350084,4.33864373313171,1.84726901378589
"Rutgers University",5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19
"Strategic Research Associates",2.59293951660566,1.94316848971569,2.47063125617885,2.48980009764696,1.65571879979369,1.68569830781942,2.37143557833088,2.23340862427259,1.71864640049464,2.18595652203693,1.89955688141027,1.88825198385392,1.84662557770754,2.2544813514668,2.10157752171965,2.2398827332354,2.58366727495785,2.66834343380365,1.97535484304363,2.07403047053113,2.5353605574172,2.11443693455783,2.01468230088541,2.15301906390723,2.47252789361386,1.83918749994948,2.02227134922478,1.6532153382047,1.92766348360291,2.32213931789738,1.78384070427086,2.28449280495043,1.77548971694977,0.80873213625697,1.9073283778849,2.79884813124386,1.80406950090411,2.12663168768597,2.58562309258791,2.03373707987936,2.04713507996734,2.8503185326692,1.99443110858938,2.24534610042456,1.58644746948273,1.83615273759315,1.76452162952127,4.78763854199183,1.89381509150405,2.12634254708195
"Fabrizio, Lee & Associates",-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31,-5.31
"SSRS",6.15550341257048,5.98959927311302,5.32654587170795,6.01060241999927,5.89107168589225,5.96397193223097,6.09713464141859,6.09196602582406,5.84681899138433,6.04669155849758,6.02047121262533,5.99783897279303,5.93066090746354,6.11192839121424,6.06824885310741,6.07030336757215,6.14104830413873,6.06354150961059,6.05227924789359,6.02961698551118,6.06502867197889,7.63781074698942,6.03756183607251,6.05577253184213,6.14574386441057,6.02128005802486,6.05561489175863,2.3635111243778,6.02466282273502,6.07118378232289,5.97708629239065,6.00279502946286,5.93085122692123,6.03095977037887,5.97185556380568,6.14493229044812,5.98013369814276,7.23854236941128,6.17667638472193,6.04604373268337,6.05303298909416,7.30649095397101,6.02516226999366,6.02618747267281,5.97503658442326,5.97645874640212,5.96123316921021,6.20418343836381,6.5843708741553,6.07435903516346
"Mason Strategies",1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89
"Michigan State University",-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54
"ALG Research",0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
"SEA Polling & Strategic Design",2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255,2.255
"GBAO",4.64524911799818,4.72106997717029,4.57365331610752,4.62816960818762,4.36374546430193,4.78020073910516,4.87331543250876,5.01197465418213,4.63034694110516,4.74214582830528,4.56394451370612,4.68179505730718,4.59549316373258,4.74874122416723,4.47801181125135,6.48157781540118,4.85862203522925,4.6272672696707,4.70791628455878,4.79833560298063,4.63939124162985,4.62782354540244,4.66156436432058,4.55999216007926,4.78672366402434,4.72809308323238,4.99891257927528,4.51674788484652,4.78753607865025,4.62886581641577,4.2804734704472,4.62823677441117,4.47547837340045,4.70547597205487,4.46225960816813,4.74591975870639,4.54326378297243,4.55542447553609,4.73349877263469,4.50264650973356,4.7056440488617,4.70878777196927,3.11193734556277,4.53633395477707,4.67874469737166,4.52824591603337,4.44788383792304,4.88578278513442,4.56772666440019,4.85010777963411
"Tarrance Group",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
"Alaska Survey Research",4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63
"1892 Polling",-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61
"University of California, Berkeley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pacific Market Research",-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48,-7.48
"Fleming & Associates",-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385,-4.385
"University of Texas at Tyler",0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225,0.5225
"OH Predictive Insights",-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236,-2.236
"Target Insyght",-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04
"Baldwin Wallace University",8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
"GQR Research (GQRR)",-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4
